Year,Issue,Editnr,Totallids,Title,Lidnr,Alinea
"1995","295","18","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","Het eerste lid is van toepassing op:a. een cellengebouw, dat is bestemd voor het gedwongen verblijf van personen gedurende meer dan twee dagen;b. een gedeelte van een gezondheidszorggebouw, welk gedeelte is bestemd voor het verblijf van patiënten die als gevolg van hun lichamelijke of geestelijke gesteldheid permanent of tijdelijk aan bed gebonden zijn;c. een onderwijsgebouw, waarin bouwkundig onderwijs wordt gegeven;d. een sportgebouw, dat is bestemd voor de zwemsport, ene. een sportgebouw, dat tot een onderwijsgebouw behoort."
"1995","295","19","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","Het eerste lid is niet van toepassing op:a. een bijeenkomstgebouw;b. een gedeelte van een gezondheidszorggebouw, welk gedeelte niet is bestemd voor het verblijf van patiënten die als gevolg van hun lichamelijke of geestelijke gesteldheid permanent of tijdelijk aan bed gebonden zijn;c. een horecagebouw;d. een onderwijsgebouw, dat niet is bestemd voor bouwkundig onderwijs;e. een industriegebouw;f. een sportgebouw, dat niet is bestemd voor de zwemsport;g. een sportgebouw, dat niet behoort tot een onderwijsgebouw;h. een stationsgebouw;i. een winkelgebouw, enj. een gebouw, niet zijnde een gebouw als bedoeld in artikel 1, tweede lid, onderdelen a tot en met c en e tot en met o.."
"1995","295","20","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","Het eerste lid is in elk geval van toepassing op:a. een bijeenkomstgebouw;b. een cellengebouw;c. een gezondheidszorggebouw;d. een horecagebouw;e. een onderwijsgebouw;f. een sportgebouw, eng. een winkelgebouw."
"1995","295","21","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","Het eerste lid is niet van toepassing op:a. een industriegebouw;b. een stationsgebouw;c. een gebouw, niet zijnde een gebouw als bedoeld in artikel 1, tweede lid, onderdelen a tot en met c en e tot en met o, end. een gebouw, dat is aangesloten op het distributienet voor stadsverwarming."
"1995","295","22","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","Het eerste lid is in elk geval van toepassing op:a. een cellengebouw, dat is bestemd voor het gedwongen verblijf van personen gedurende meer dan twee dagen;b. een gedeelte van een gezondheidszorggebouw, welk gedeelte is bestemd voor het verblijf van patiënten die als gevolg van hun lichamelijke of geestelijke gesteldheid permanent of tijdelijk aan bed gebonden zijn;c. een onderwijsgebouw, dat is bestemd voor bouwkundig onderwijs;d. een sportgebouw, dat is bestemd voor de zwemsport, ene. een sportgebouw, dat behoort tot een onderwijsgebouw."
"1995","295","23","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","Het eerste lid is niet van toepassing op:a. een bijeenkomstgebouw;b. een gedeelte van een gezondheidszorggebouw, welk gedeelte niet is bestemd voor het verblijf van patiënten die als gevolg van hun lichamelijke of geestelijke gesteldheid permanent of tijdelijk aan bed gebonden zijn;c. een horecagebouw;d. een onderwijsgebouw, dat niet is bestemd voor bouwkundig onderwijs;e. een industriegebouw;f. een sportgebouw, dat niet is bestemd voor de zwemsport;g. een sportgebouw, dat niet behoort tot onderwijsgebouw;h. een stationsgebouw;i. een winkelgebouw, enj. een gebouw, niet zijnde een gebouw als bedoeld in artikel 1, tweede lid, onderdelen a tot en met c en e tot en met o.."
"1995","295","24","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Een uitwendige scheidingsconstructie van een verblijfsgebied, een toiletruimte en een badruimte van een verwarmd gebouw heeft, ter beperking van warmteverlies door overdracht of geleiding, bepaald overeenkomstig NEN 1068, een warmteweerstand van ten minste 2,5 m"
"1995","295","25","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","Het eerste lid is niet van toepassing op een deur, raam, kozijn en daarmee gelijk te stellen constructie-onderdeel, voor zover die deur, dat raam, kozijn of constructie-onderdeel, bepaald overeenkomstig NEN 5128, een warmtedoorgangscoëfficiënt heeft van ten hoogste 4,2 W/m"
"1995","295","26","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","Het eerste en het tweede lid zijn van overeenkomstige toepassing op:a. een constructie, die de scheiding vormt tussen een verblijfsgebied, toiletruimte of badruimte en de kruipruimte, met inbegrip van de op die constructie aansluitende delen van andere constructies, voor zover die delen van invloed zijn op het voldoen van die constructie aan het eerste of tweede lid, enb. een inwendige scheidingsconstructie van een verblijfsgebied, toiletruimte of badruimte, voor zover die constructie niet de scheiding vormt met een ander verblijfsgebied of met een andere toiletruimte of badruimte, waarvan de uitwendige scheidingsconstructie, bepaald overeenkomstig NEN 1068, een warmteweerstand heeft van ten minste 2,5 m"
"1995","295","27","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","4.","In het totaal van de uitwendige scheidingsconstructies van een in het eerste lid bedoeld gebouw, waaronder begrepen inwendige scheidingsconstructies als bedoeld in het derde lid, onderdeel b, mag ten hoogste 2% van de gebruiksoppervlakte van dat gebouw aan constructie-onderdelen aanwezig zijn, dat niet voldoet aan het eerste tot en met het derde lid.."
"1995","295","28","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Het totaal aan:a. uitwendige scheidingsconstructies van een verwarmd gebouw;b. inwendige scheidingsconstructies tussen een verwarmd gebouw en een niet in dat gebouw gelegen ruimte, enc. constructies, die de scheiding vormen tussen een verwarmd gebouw en de kruipruimte, met inbegrip van de op die constructies aansluitende delen van andere constructies, mag, ter beperking van warmteverlies door tocht, bepaald overeenkomstig NEN 2686, geen grotere luchtvolumestroom als bedoeld in die norm, hebben dan 0,2 m"
"1995","295","29","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","Bij de bepaling van de luchtvolumestroom mogen ruimten, niet zijnde een verblijfsgebied, toilet- of badruimte, buiten beschouwing blijven."
"1995","295","30","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","Bij de bepaling van de luchtvolumestroom blijft voorts buiten beschouwing een ruimte, waarin zich een niet-afsluitbare opening van de voorziening voor de toevoer van verse lucht en de afvoer van binnenlucht bevindt, die een volgens NEN 1087, bepaalde capaciteit heeft van ten minste 3×10"
"1995","295","31","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Onverminderd de artikelen 227 en 228, heeft een gebouw, bepaald overeenkomstig NEN 2916, een zodanige energieprestatiecoëfficiënt dat in verdergaande mate energie wordt bespaard."
"1995","295","32","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","Bij de bepaling van de energieprestatiecoëfficiënt wordt aangehouden:a. voor de coëfficiënt voor koeling, bedoeld in NEN 2916, 4, enb. voor de in die norm bedoelde factor waarmee compensatie voor toelaatbaar energiegebruik voor ventilatie wordt gerealiseerd, 135."
"1995","295","33","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","De energieprestatiecoëfficiënt van een:a. bijeenkomstgebouw is ten hoogste 3,4;b. cellengebouw is ten hoogste 2,3;c. gezondheidszorggebouw is ten hoogste 2;d. een gezondheidszorggebouw of een gedeelte daarvan, dat mede is bestemd voor het verblijf van patiënten die als gevolg van hun lichamelijke of geestelijke gesteldheid permanent of tijdelijk aan bed gebonden zijn, is ten hoogste 4,7;e. horecagebouw is ten hoogste 2,2; f. onderwijsgebouw is ten hoogste 1,5;g. sportgebouw is ten hoogste 2,8, enh. winkelgebouw is ten hoogste 3,6."
"1995","295","34","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","4.","Het eerste lid is niet van toepassing op:a. een industriegebouw;b. een stationsgebouw, enc. een gebouw, niet zijnde een gebouw als bedoeld in artikel 1, tweede lid, onderdelen a tot en met c en e tot en met o."
"1995","295","35","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Indien niet is voldaan aan enig voorschrift, gegeven bij of krachtens de artikelen 227 tot en met 228a, heeft een gebouw een mate aan energiezuinigheid, die ten minste gelijk is aan die mate, beoogd met het desbetreffende bij of krachtens die artikelen gegeven voorschrift."
"1995","295","36","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","Artikel 223, eerste lid, is niet van toepassing op een niet in een logiesgebouw gelegen logiesverblijf."
"1995","295","37","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","De energieprestatiecoëfficiënt, bedoeld in artikel 228a, eerste lid, van een logiesgebouw is ten hoogste 2,4."
"1995","295","38","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","De energieprestatiecoëfficiënt van een niet in een logiesgebouw gelegen verwarmd logiesverblijf, is ten hoogste 1,4. In afwijking van artikel 228a, eerste lid, wordt de energieprestatiecoëfficiënt bepaald overeenkomstig NEN 5128."
"1995","295","39","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","5.","Burgemeester en wethouders kunnen geen vrijstelling verlenen van de artikelen 70 tot en met 71a bij het geheel vernieuwen of veranderen van een niet in een woongebouw gelegen woning of een woongebouw.."
"1995","295","40","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","5.","Bij het verplaatsen van een woonwagen zijn de in hoofdstuk V gegeven voorschriften ten minste in acht genomen."
"1995","295","41","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","5.","Burgemeester en wethouders verlenen geen vrijstelling van de artikelen 227 tot en met 228a bij het geheel vernieuwen of veranderen van een verwarmd gebouw."
"1995","295","42","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","5.","Burgemeester en wethouders verlenen geen vrijstelling van artikel 251b bij het geheel vernieuwen of veranderen van een kantoorgebouw."
"1995","295","43","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","5.","Burgemeester en wethouders verlenen geen vrijstelling van artikel 288a bij het geheel vernieuwen of veranderen van een niet in een logiesgebouw gelegen verwarmd logiesverblijf of een logiesgebouw."
"1995","295","44","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","In afwijking van het eerste lid en in afwijking in zoverre van de artikelen 71a, 228a, 251b en 288a, is, indien ingevolge dit besluit voor een gebouw een energieprestatiecoëfficiënt geldt en dat gebouw deel uitmaakt van een gebouw, waarin een ander gebouw is gelegen waarvoor een afzonderlijke energieprestatiecoëfficiënt geldt, het quotiënt van het in NEN 2916 bedoelde karakteristieke energiegebruik en de in die norm bedoelde toelaatbare karakteristieke energieprestatie niet groter dan 1."
"1995","295","45","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Bij het bouwen van een woonkeet zijn ten minste in acht genomen:a. de voorschriften van hoofdstuk III;b. de artikelen 11, tweede tot en met vierde lid, 12, tweede tot en met vijfde en zevende tot en met negende lid, 13, vijfde en zesde lid, 14, eerste, tweede, zesde, achtste, negende en elfde lid, zij het dat voor de weerstand tegen branddoorslag en brandoverslag telkens 30 minuten mag zijn aangehouden, 15, 16, tweede tot en met zevende lid, 17, 18, 32, zesde tot en met elfde lid, 33 en 34, enc. de in artikel 406, tweede lid, onderdelen a tot en met d, gegeven waarden.."
"1995","295","46","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","In afwijking van het eerste lid, kunnen burgemeester en wethouders bij het gedeeltelijk vernieuwen, veranderen of het vergroten van een woonkeet vrijstelling verlenen van de voorschriften van dat lid tot het niveau van de voorschriften van hoofdstuk III."
"1995","295","47","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","4.","Bij het verplaatsen van een woonkeet zijn de voorschriften van hoofdstuk III ten minste in acht genomen.."
"1995","295","48","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Bij het bouwen van een niet-permanent niet tot bewoning bestemd gebouw zijn ten minste in acht genomen:a. de voorschriften van hoofdstuk VIII;b. de artikelen 180, 183, tweede tot en met vierde lid, 184, tweede tot en met vijfde en zevende tot en met negende lid, 185, tweede en derde lid, 203, vierde tot en met negende lid, 204 en 205, enc. de in artikel 408, tweede lid, onderdelen a tot en met d, gegeven waarden."
"1995","295","49","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","De staat van een bestaand niet-permanent niet tot bewoning bestemd gebouw voldoet ten minste aan de voorschriften van hoofdstuk VIII."
"1995","295","50","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","In afwijking van het eerste lid, kunnen burgemeester en wethouders bij het gedeeltelijk vernieuwen, veranderen of het vergroten van een niet-permanent niet tot bewoning bestemd gebouw vrijstelling verlenen van de voorschriften van dat lid tot het niveau van de voorschriften van hoofdstuk VIII."
"1995","295","51","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","4.","Bij het verplaatsen van een niet-permanent niet tot bewoning bestemd gebouw zijn de voorschriften van hoofdstuk VIII ten minste in acht genomen."
"1995","295","52","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Bij het bouwen van een niet-permanent kantoorgebouw zijn ten minste in acht genomen:a. de voorschriften van hoofdstuk IX, titel I;b. de artikelen 230, 231, vierde en vijfde lid, 232, zij het dat telkens voor de weerstand tegen branddoorslag en brandoverslag 30 minuten mag zijn aangehouden, 233, 234 en 235 tot en met 238, enc. de in artikel 409, tweede lid, gegeven waarden."
"1995","295","53","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","De staat van een bestaand niet-permanent kantoorgebouw voldoet ten minste aan de voorschriften van hoofdstuk IX, titel I."
"1995","295","54","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","In afwijking van het eerste lid, kunnen burgemeester en wethouders bij het gedeeltelijk vernieuwen, veranderen of het vergroten van een niet-permanent kantoorgebouw vrijstelling verlenen van de voorschriften van dat lid tot het niveau van de voorschriften van hoofdstuk IX, titel I."
"1995","295","55","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","4.","Bij het verplaatsen van een niet-permanent kantoorgebouw zijn de voorschriften van hoofdstuk IX, titel I, ten minste in acht genomen."
"1995","295","56","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Bij het bouwen van een niet-permanent logiesverblijf of logiesgebouw zijn ten minste in acht genomen:a. de voorschriften van hoofdstuk IX, titel II;b. de artikelen 255, 256, vierde en vijfde lid, 257, zij het dat telkens voor de weerstand tegen branddoorslag en brandoverslag 30 minuten mag zijn aangehouden, 258, 259 en 260 tot en met 263, enc. de in artikel 410, tweede lid, onderdelen a en b, gegeven waarden."
"1995","295","57","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","De staat van een bestaand niet-permanent logiesverblijf of logiesgebouw voldoet ten minste aan de voorschriften van hoofdstuk IX, titel II."
"1995","295","58","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","In afwijking van het eerste lid, kunnen burgemeester en wethouders bij het gedeeltelijk vernieuwen, veranderen of het vergroten van een niet-permanent logiesverblijf of logiesgebouw vrijstelling verlenen van de voorschriften van dat lid tot het niveau van de voorschriften van hoofdstuk IX, titel II."
"1995","295","59","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","4.","Bij het verplaatsen van een niet-permanent logiesverblijf of logiesgebouw zijn de voorschriften van hoofdstuk IX, titel II, ten minste in acht genomen."
"1995","295","60","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Bij het bouwen van een niet-permanent bouwwerk, geen gebouw zijnde, zijn ten minste in acht genomen:a. de voorschriften van hoofdstuk XI, enb. de artikelen 365, 367, tweede tot en met vierde lid, 368, eerste lid, 369, derde lid, en 377."
"1995","295","61","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","De staat van een bestaand niet-permanent bouwwerk, geen gebouw zijnde, voldoet ten minste aan de voorschriften van hoofdstuk XI."
"1995","295","62","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","3.","In afwijking van het eerste lid, kunnen burgemeester en wethouders bij het gedeeltelijk vernieuwen, veranderen of het vergroten van een niet-permanent bouwwerk, geen gebouw zijnde, vrijstelling verlenen van de voorschriften van dat lid tot het niveau van de voorschriften van hoofdstuk XI."
"1995","295","63","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","4.","Bij het verplaatsen van een niet-permanent bouwwerk, geen gebouw zijnde, zijn de voorschriften van hoofdstuk XI ten minste in acht genomen.."
"1995","295","64","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","1.","Dit besluit treedt in werking op een bij koninklijk besluit te bepalen tijdstip."
"1995","295","65","65","Na artikel 414 worden vier nieuwe artikelen met bijbehorende opschriften ingevoegd, luidende:","2.","De voorschriften van dit besluit zijn van toepassing op bouwwerken waarvoor na de inwerkingtreding van dit besluit:a. een aanvraag om bouwvergunning als bedoeld in artikel 40, eerste lid, van de Woningwet is ingediend ofb. een voornemen tot bouwen als bedoeld in artikel 42, eerste lid, van die wet is gemeld.3. Aanvragen om bouwvergunning als bedoeld in artikel 40, eerste lid, van de Woningwet en meldingen van een voornemen tot bouwen als bedoeld in artikel 42, eerste lid, van die wet, die zijn ingediend vóór de inwerkingtreding van dit besluit, alsmede enig beroep, ingesteld tegen een beslissing omtrent een dergelijke aanvraag of melding worden afgedaan overeenkomstig de voorschriften die golden vóór de inwerkingtreding van dit besluit."
"1997","34","1","18","Artikel 406, vijfde lid, komt te luiden:","1.","De in NEN 6068 bedoelde weerstand tegen branddoorslag en brandoverslag tussen een besloten ruimte waardoor geen vluchtweg voert, anders dan een gemeenschappelijke toiletruimte of een gemeenschappelijke badruimte, en een besloten verkeersruimte waardoor een vluchtweg voert, is, ter beperking van uitbreiding van brand, bepaald overeenkomstig NEN 6068, ten minste 30 minuten. Indien die vluchtweg door een veiligheidstrappehuis voert, is die weerstand ten minste 60 minuten."
"1997","34","2","18","Artikel 406, vijfde lid, komt te luiden:","6.","De weerstand tegen branddoorslag en brandoverslag tussen een brandcompartiment als bedoeld in NEN 6082, en een schacht, koker of kanaal met een inwendige doorsnede groter dan 0,015 m"
